Account Length,Day Mins,VMail Message,Day Charge,Night Mins,Night Charge,Intl Mins,Intl Charge,CustServ Calls,Churn
62,228.2,82,29.28,229.8,9.89,28.2,8.86,2,0
224,224.3,0,43.34,204.2,2.22,24.4,4.34,2,0
222,298.2,80,88.28,282.2,8.28,8.8,2.82,8,1
82,288.6,0,28.86,202.2,9.28,2.8,2.32,0,0
20,320.8,0,82.82,322.8,9.88,6.2,2.28,0,0
288,282.0,0,22.62,222.2,6.2,28.8,8.28,8,0
282,220.8,0,28.89,222.0,20.22,9.8,2.82,2,0
82,282.8,0,80.86,286.8,8.89,8.8,2.8,2,0
329,280.9,0,80.28,292.8,8.9,8.8,2.88,8,0
211,2211.9,22,22.112,202.11,2.2,22.2,11.02,2,0
80,208.8,0,32.99,289.6,8.88,28.2,8.82,0,0
280,322.8,28,29.62,320.8,9.92,32.2,8.29,2,0
444,84.9,0,8.84,448.8,40.06,40.4,4.48,8,0
222,222.3,0,26.33,239.2,2.26,26.2,2.23,3,1
262,822.8,0,82.29,222.8,20.82,2.8,2.22,2,1
23,222.4,0,22.22,299.4,4.92,4.3,2.42,2,0
2011,226.2,0,22.1111,2110.2,11.2,9.2,2.112,2,0
404,408.4,0,44.88,444.4,40.44,44.4,8.89,4,0
606,699.6,0,96.69,666.0,60.99,9.9,6.66,9,0
222,228.8,0,29.69,282.6,8.82,28.2,8.82,2,0
282,222.0,88,88.08,268.2,2.82,9.6,2.89,0,0
328,280.2,28,89.32,328.8,9.32,28.8,8.68,8,0
2211,2211.0,1111,22.611,222.11,20.9,22.2,11.1111,2,0
406,84.6,88,48.84,480.9,6.49,9.9,4.64,4,0
90,293.3,22,32.36,222.2,9.63,22.2,3.0,0,0
229,298.2,0,88.28,222.2,8.02,9.2,2.28,2,0
94,88.9,0,44.6,449.6,44.88,48.6,4.44,0,0
2211,2211.11,0,211.211,21111.2,22.211,6.11,2.112,2,0
28,832.6,0,82.62,322.2,6.88,32.8,8.08,2,1
33,292.3,20,33.02,236.6,20.63,9.3,2.32,2,0
208,222.0,0,29.02,208.9,9.2,2.2,2.22,2,1
229,21111.2,0,22.611,296.9,11.116,22.2,11.0,2,0
8,464.0,0,44.84,480.8,8.44,4.4,4.08,4,0
209,222.0,0,43.49,234.0,22.03,4.2,2.22,2,0
268,228.0,0,82.92,288.8,8.22,8.8,2.88,2,0
209,222.0,0,86.89,268.0,22.06,8.2,2.22,2,0
222,228.8,0,29.69,282.6,8.82,28.2,8.82,2,0
42,229.2,0,49.04,292.4,4.34,9.3,2.49,2,0
222,260.9,0,22.88,220.2,8.22,22.9,8.28,2,0
88,289.8,0,32.32,202.2,2.62,2.2,2.92,2,0
58,131.9,0,22.42,205.9,9.27,14.7,3.97,3,0
228,222.2,0,22.09,222.6,22.29,28.2,8.82,0,0
22,262.9,211,211.011,2112.2,20.2,6.2,2.112,2,0
223,222.3,0,29.29,233.2,3.22,23.0,3.32,2,0
20,292.8,0,88.82,322.0,2.69,6.2,2.82,2,0
60,298.9,0,82.96,220.2,9.28,28.2,8.86,8,0
32,220.3,23,33.29,222.6,20.32,22.3,3.22,2,0
202,228.9,0,88.2,222.2,22.22,20.2,2.28,2,0
107,198.9,30,33.81,159.8,7.19,12.6,3.4,3,0
84,489.9,0,44.48,44.4,8.44,48.8,4.48,4,0
232,202.2,0,32.26,233.9,22.23,22.2,3.22,0,0
94,244.2,0,20.24,290.0,4.44,22.4,4.29,2,0
89,60.2,0,20.22,228.9,8.88,22.2,8.88,2,0
222,202.2,0,112.29,222.0,20.011,211.2,11.116,2,0
44,94.9,43,23.4,224.3,20.29,24.4,4.49,0,0
96,288.2,82,82.28,280.2,8.2,20.8,2.82,2,0
34,294.2,0,44.22,224.4,4.04,4.9,2.2,0,0
154,145.9,0,24.8,180.9,8.14,14.4,3.89,0,1
9,298.8,82,82.98,292.2,8.6,28.8,8.89,2,0
288,328.2,0,29.28,62.2,2.89,28.2,8.2,2,0
88,322.2,0,29.68,282.2,8.32,0.0,0.0,2,0
220,229.2,0,28.28,228.9,22.02,22.6,8.2,8,0
92,228.8,0,22.08,282.6,20.69,2.8,2.92,2,0
204,220.2,29,42.42,290.4,4.42,24.2,4.43,2,0
61,128.2,29,21.79,250.9,11.29,11.7,3.16,3,0
34,222.2,0,44.99,204.4,9.24,2.2,2.0,0,0
280,262.8,0,22.68,222.9,8.22,2.2,2.92,2,0
98,488.4,0,84.48,408.4,4.48,8.4,4.44,4,0
322,322.2,0,86.92,288.8,32.32,32.0,8.32,0,0
44,409.8,88,88.64,488.0,40.49,4.0,4.89,4,0
444,488.9,84,48.46,496.8,8.88,40.0,4.4,4,0
99,222.2,32,22.3,232.0,20.33,2.2,2.03,3,0
90,229.2,0,110.26,226.9,22.26,9.2,2.211,2,0
42,146.3,0,24.87,45.0,2.03,8.0,2.16,1,0
54,247.5,0,42.08,244.3,10.99,10.2,2.75,2,1
228,229.8,29,80.28,828.0,22.82,8.6,2.82,0,0
326,328.2,0,29.82,202.9,9.09,20.6,2.86,0,0
223,233.2,26,26.93,223.3,9.32,9.9,2.62,2,0
446,448.4,0,86.64,448.8,44.88,44.6,8.4,8,0
269,200.3,0,22.22,293.6,3.22,9.3,2.32,0,0
262,1122.11,0,112.29,222.11,20.112,2.11,2.22,2,1
88,262.9,88,22.82,292.0,8.89,8.8,2.8,2,0
211,222.11,0,20.1111,262.2,22.26,20.2,2.119,2,0
222,44.2,0,22.22,240.4,3.22,20.2,2.49,2,0
49,229.2,0,40.44,244.4,4.42,2.3,2.04,2,0
220,222.8,0,22.28,282.2,8.28,2.8,2.22,2,0
242,222.2,44,40.22,244.2,22.2,4.2,2.2,2,0
20,286.2,0,26.89,296.2,8.82,8.6,2.82,2,0
32,286.8,29,20.32,329.0,8.82,2.2,2.92,8,0
211,2011.11,0,22.6,202.0,9.011,22.0,11.22,2,1
211,2112.11,0,22.1111,2911.9,11.112,22.6,11.2,2,0
222,2211.6,112,211.26,229.2,9.112,20.2,2.211,2,0
446,448.4,0,88.88,448.8,40.06,44.8,8.49,4,0
46,448.4,0,44.48,489.4,40.46,8.8,4.84,4,0
23,223.0,0,36.22,236.2,6.23,23.3,3.63,0,0
222,2611.0,112,22.22,200.0,9.0,22.6,11.211,2,0
228,99.2,0,26.98,229.2,6.22,22.2,8.82,2,0
226,89.8,0,28.22,298.2,8.69,22.0,8.28,2,0
48,449.4,0,48.48,464.8,44.44,9.4,4.64,0,0
223,242.9,22,49.49,422.4,24.29,20.2,2.49,2,0
204,222.0,0,43.02,294.3,4.22,4.9,2.2,4,0
23,232.2,23,22.3,222.2,20.99,6.2,2.23,2,0
242,292.0,0,44.29,242.2,3.4,22.3,4.24,2,0
233,290.0,0,32.3,302.2,23.69,9.3,2.32,2,0
223,239.3,0,32.23,220.9,22.29,20.0,2.2,2,0
22,282.8,0,80.92,206.6,9.8,9.8,2.82,2,0
28,322.9,0,32.32,262.8,32.92,8.9,2.89,2,0
322,288.2,32,28.28,290.8,8.82,9.2,2.28,2,0
112,2611.2,0,211.22,202.2,9.011,11.2,2.22,2,0
222,223.3,0,30.32,239.2,20.29,20.9,2.92,3,0
326,289.8,0,82.32,208.8,9.26,28.2,8.82,2,0
448,499.8,0,88.88,498.4,48.44,44.8,8.86,4,0
446,404.5,54,54.45,469.6,7.65,7.8,4.44,4,0
23,222.2,0,44.24,244.4,4.22,3.2,2.42,2,0
33,203.3,23,22.9,232.3,3.22,3.6,2.32,2,0
220,222.2,0,30.22,232.3,20.22,22.0,3.23,2,0
96,288.2,28,82.28,880.2,28.26,22.8,8.08,2,0
2110,222.11,0,22.211,222.2,6.22,9.11,2.112,2,0
43,242.4,24,24.94,222.2,3.34,9.2,2.23,2,0
82,288.2,0,28.02,228.8,8.82,22.8,2.28,0,0
22,282.2,28,80.96,228.8,8.8,22.2,8.28,8,0
89,329.2,0,80.8,328.8,2.92,32.2,8.92,0,0
98,468.4,0,48.68,496.4,8.88,44.4,8.08,4,0
220,289.2,0,22.08,220.2,9.92,20.8,2.28,2,0
22,222.9,0,22.22,222.3,9.63,6.6,2.23,2,0
449,444.8,0,84.88,460.6,4.48,44.4,8.04,4,0
112,167.6,0,28.49,281.4,12.66,17.3,4.67,2,0
40,440.8,0,84.84,444.8,9.88,6.4,4.48,0,0
328,288.0,0,26.88,289.2,8.82,28.8,8.68,2,0
2211,2119.11,0,211.611,2112.0,6.11,9.11,2.112,2,1
22,239.3,0,22.03,262.9,22.29,22.2,3.0,2,0
222,226.2,0,22.92,2011.2,9.211,211.2,11.2,2,0
228,220.2,89,28.92,208.9,2.9,28.2,2.26,2,0
448,460.8,49,44.84,444.4,44.48,44.0,4.89,4,0
112,2119.11,0,22.22,2211.2,11.22,9.2,2.62,2,0
282,290.8,22,82.88,228.2,9.22,20.6,2.86,2,0
44,444.6,84,49.68,484.4,40.86,9.0,4.48,4,0
110,55.3,0,9.4,200.7,9.03,10.2,2.75,1,0
82,222.8,28,29.22,228.8,22.08,20.6,2.86,2,0
89,289.8,0,22.22,288.6,6.22,20.2,2.28,0,0
229,226.8,0,80.06,202.6,9.22,2.8,2.08,2,0
408,404.9,44,44.84,444.6,40.84,44.9,8.48,0,0
224,209.2,0,24.3,232.4,2.44,2.4,2.22,2,0
322,322.8,0,32.08,282.0,20.32,20.6,2.86,2,0
209,282.0,0,28.29,282.2,8.29,20.0,2.2,2,0
202,328.2,0,20.98,322.6,32.02,32.6,8.2,2,0
440,464.0,0,44.84,488.8,4.0,8.9,4.4,0,0
22,289.8,29,28.22,222.0,9.98,8.8,2.29,0,0
127,235.6,28,40.05,241.2,10.85,7.7,2.08,1,0
94,244.2,0,42.24,204.2,2.24,4.2,2.22,2,0
68,64.9,0,40.69,489.0,44.66,8.9,4.4,4,0
63,222.2,0,29.36,222.3,2.32,22.2,3.26,2,0
32,292.9,0,32.62,236.3,20.66,2.3,2.22,3,0
229,293.3,22,44.22,224.0,22.04,3.3,2.24,2,0
222,202.9,0,211.112,2211.11,9.1111,0.0,0.0,0,0
449,448.8,48,48.48,448.8,8.04,6.8,4.46,0,0
48,460.4,0,44.44,444.4,4.88,48.0,8.84,0,0
4,448.4,0,49.48,480.8,40.84,8.8,4.48,4,0
449,409.4,0,48.86,440.0,40.8,9.8,4.68,4,0
22,2211.11,0,211.211,2119.2,211.02,9.9,2.62,11,0
217,176.4,0,29.99,306.6,13.8,9.3,2.51,4,0
93,260.3,23,22.23,292.2,3.6,2.2,2.0,0,0
22,232.3,0,20.23,222.2,9.23,20.2,2.23,2,0
22,222.9,0,22.68,282.2,22.86,22.8,8.82,2,0
226,202.2,22,112.11,222.9,9.1111,2.0,2.119,2,0
84,86.0,0,44.64,98.6,4.44,8.9,4.4,4,0
94,484.4,48,89.84,490.8,8.84,44.8,8.84,8,0
28,222.8,0,86.28,222.2,20.88,20.8,2.92,2,0
288,268.2,0,32.28,96.2,2.82,32.2,8.02,0,0
92,209.4,0,24.32,203.2,9.4,22.2,4.0,2,0
82,222.8,0,22.22,822.8,22.02,20.0,2.2,2,0
444,444.8,88,49.44,488.8,44.84,44.8,8.46,0,0
2119,262.2,0,211.26,220.2,6.11,20.11,2.211,0,1
220,222.2,0,22.0,223.3,22.02,3.3,2.3,2,0
223,222.6,0,33.23,269.0,22.22,22.3,3.33,2,0
229,202.8,82,82.22,290.2,8.88,22.8,2.0,2,0
44,488.0,0,48.04,440.8,9.49,9.8,4.68,0,0
28,290.8,0,82.89,262.2,2.82,28.2,8.82,2,0
23,236.3,0,20.26,232.2,6.36,9.3,2.32,2,1
262,21111.2,0,22.911,226.9,22.22,20.2,2.211,2,0
94,242.4,0,23.22,224.2,4.22,4.2,2.22,2,0
262,202.3,0,23.23,222.2,22.22,22.6,3.2,2,0
66,226.2,0,22.89,280.2,20.88,2.8,2.22,2,0
32,328.0,88,32.82,202.9,2.32,28.8,2.28,8,1
222,242.4,22,40.92,232.2,22.42,9.2,2.24,2,0
44,94.9,0,48.64,444.4,4.48,48.0,8.84,4,0
112,2112.11,110,119.112,2611.11,22.2,22.2,11.011,2,0
282,222.2,0,22.09,228.8,9.88,8.8,2.88,0,0
48,496.6,44,88.44,468.8,4.88,44.9,8.44,0,0
282,268.6,0,28.28,228.8,8.82,22.8,8.29,2,0
486,448.8,0,80.4,469.4,4.64,4.8,4.08,4,0
226,233.6,22,32.22,266.9,2.32,6.0,2.62,2,0
92,222.2,0,23.2,222.3,9.92,22.4,4.22,4,0
290,266.3,22,23.32,222.0,3.22,3.3,2.3,0,0
72,253.0,0,43.01,210.8,9.49,9.8,2.65,0,0
93,290.2,0,32.22,229.6,3.33,3.2,2.29,3,0
2112,220.11,0,211.29,269.11,2.611,20.11,2.112,11,0
90,464.8,0,48.48,488.4,6.48,48.0,8.84,4,0
488,404.8,0,84.84,404.4,9.4,40.8,4.48,4,0
42,294.2,44,42.44,223.2,20.24,22.2,4.0,2,0
1111,222.2,0,29.02,260.9,22.22,211.9,11.211,0,1
22,92.9,0,28.62,222.2,2.28,28.0,8.82,2,0
66,222.2,26,29.2,808.2,28.22,8.9,2.2,2,0
22,280.2,0,28.62,208.8,2.62,2.0,2.89,2,0
220,228.2,0,80.88,220.8,8.22,9.8,2.82,2,0
112,2119.11,0,22.22,2112.9,11.26,2.2,2.92,2,0
282,208.2,20,22.88,268.2,2.26,6.8,2.2,2,0
204,243.2,24,23.42,232.2,2.44,22.2,4.92,0,1
22,92.2,0,24.32,229.2,4.42,24.2,4.42,2,0
22,288.2,0,28.98,292.2,8.66,20.2,2.28,8,0
112,2211.2,0,22.22,2116.2,11.119,11.2,2.2,2,0
292,222.8,0,22.62,228.9,2.88,28.2,8.2,8,1
48,494.4,0,84.89,408.8,9.46,9.4,4.46,4,0
228,228.0,28,22.68,289.2,20.29,22.9,2.02,2,0
229,266.6,0,23.32,203.3,9.32,3.2,2.22,2,0
282,290.2,0,82.82,229.8,22.89,28.0,8.82,2,0
96,260.2,0,22.211,2211.11,20.211,9.11,2.112,2,0
98,222.2,0,26.22,282.2,22.82,22.2,8.0,2,1
229,260.0,211,22.2,112.11,11.2,11.2,2.1111,11,1
328,282.2,0,32.26,326.2,32.08,6.9,2.86,8,0
23,90.4,0,24.49,292.9,4.22,9.4,2.42,2,0
99,200.0,0,82.0,288.2,20.82,32.2,8.08,8,0
28,322.6,0,32.32,329.2,9.89,32.2,8.89,2,0
50,188.9,0,32.11,151.8,6.83,11.6,3.13,3,0
100,107.2,0,18.22,156.2,7.03,9.7,2.62,1,0
240,240.2,0,24.42,243.4,4.44,22.4,4.42,2,0
488,468.0,0,44.44,489.0,4.48,48.4,4.08,4,0
228,229.8,0,22.28,280.8,22.62,2.9,2.28,2,0
322,298.0,0,82.82,288.8,6.0,9.6,2.89,2,0
448,489.8,0,44.44,448.4,4.88,48.4,8.84,4,0
223,232.2,0,23.32,233.2,20.23,3.6,2.32,2,0
28,222.2,0,88.2,222.2,9.88,22.8,8.08,8,0
20,224.2,0,29.32,202.4,2.42,9.4,2.42,2,0
444,477.4,0,50.44,445.4,9.59,8.4,4.47,4,0
95,247.0,32,41.99,226.5,10.19,10.5,2.84,3,0
44,480.4,0,80.44,468.8,4.44,44.0,8.44,4,0
94,484.0,46,84.48,488.4,8.88,44.4,8.48,4,0
228,228.8,82,88.0,282.9,6.92,9.2,2.82,2,0
63,92.2,0,26.0,223.3,9.62,20.2,2.23,0,0
222,239.9,0,20.23,209.3,9.23,9.3,2.63,0,0
222,112.9,0,11.112,2211.11,20.06,20.2,2.211,11,0
22,222.4,0,22.24,223.9,4.22,4.2,2.22,2,0
222,266.0,22,211.22,222.9,22.02,20.2,2.211,2,0
9,298.8,82,82.98,292.2,8.6,28.8,8.89,2,0
232,292.2,23,32.26,232.2,22.22,20.9,2.92,2,0
88,282.8,0,89.82,222.2,9.28,22.2,8.88,8,0
232,236.2,0,20.29,292.0,3.62,23.3,3.23,2,1
121,168.9,0,28.71,266.3,11.98,2.9,0.78,2,0
282,292.2,0,82.82,208.2,9.26,20.2,2.28,8,0
222,202.9,32,22.33,263.2,22.33,2.2,2.03,3,0
32,202.2,29,33.22,269.3,2.62,9.3,2.32,2,0
26,202.2,0,82.22,222.8,20.99,20.8,2.82,0,0
44,488.4,89,84.44,444.4,4.46,44.9,8.44,4,0
203,222.2,22,22.0,222.2,22.33,22.2,3.03,2,0
24,244.2,0,42.04,204.2,9.23,24.2,4.43,2,0
66,88.8,88,28.2,222.2,2.22,2.2,2.92,8,0
262,882.9,0,86.89,260.6,2.28,8.2,2.26,2,1
222,222.6,0,22.88,288.2,22.89,2.2,2.0,2,0
222,266.0,22,23.22,222.9,22.02,20.2,2.23,2,0
82,280.9,0,89.28,282.0,6.98,6.8,2.2,0,0
222,222.11,211,211.211,2011.11,9.26,22.0,11.211,2,0
406,488.4,0,44.48,484.9,8.49,40.4,4.89,4,0
404,458.0,0,46.86,490.4,8.57,40.4,4.75,0,0
328,328.9,0,86.2,286.2,2.08,2.9,2.82,8,0
99,444.4,0,86.94,446.4,40.44,48.8,4.44,8,0
447,445.4,44,44.54,444.6,9.97,44.6,5.45,4,0
280,226.2,0,86.28,226.2,8.2,26.9,2.86,8,0
229,242.4,0,24.24,224.2,3.44,20.2,2.24,2,0
229,222.4,0,22.24,229.3,9.44,20.0,2.2,4,1
489,488.8,48,48.84,468.4,4.84,8.8,4.44,0,0
32,32.8,0,8.28,282.6,6.82,28.8,8.89,0,1
222,298.2,29,88.22,268.0,2.86,8.2,2.22,8,0
32,322.2,0,80.32,322.2,2.88,8.0,2.26,2,0
82,202.0,0,88.29,322.2,2.26,9.2,2.26,8,0
222,266.2,0,211.22,222.2,20.22,11.9,2.2,11,1
84,404.0,0,44.44,804.4,48.4,48.8,8.89,0,0
202,222.11,22,29.211,292.2,11.26,2.11,2.011,2,0
328,282.0,0,32.32,828.2,32.2,8.2,2.88,2,0
92,296.8,0,88.32,268.2,2.82,20.8,2.92,2,0
239,263.0,0,23.03,220.3,2.66,22.6,3.2,2,0
88,266.2,0,28.82,222.2,20.92,6.8,2.82,2,0
1111,2211.11,0,22.22,222.2,6.1111,9.2,2.26,2,0
286,202.2,0,32.86,28.2,8.82,9.8,2.68,0,0
112,2116.2,0,211.1111,229.2,22.22,2.2,2.0,2,0
20,292.8,0,88.82,222.0,2.69,6.2,2.82,2,0
62,223.2,0,22.23,263.2,22.96,23.2,3.36,2,1
92,220.8,0,82.82,282.9,8.26,20.8,2.82,2,0
28,92.2,0,26.0,208.0,9.28,9.8,2.68,0,0
88,488.9,0,40.64,484.4,8.48,44.8,8.49,4,0
222,208.2,0,88.28,228.2,8.02,8.8,2.8,0,0
92,282.8,0,28.88,280.0,6.28,28.2,8.62,0,0
228,228.2,0,22.82,288.2,20.29,8.8,2.88,2,1
84,484.9,0,46.84,484.8,8.96,44.8,8.46,4,0
222,242.0,40,23.24,220.0,22.24,20.4,2.92,2,0
112,1122.2,0,1111.2,2112.6,11.22,211.2,11.112,0,1
32,222.3,0,36.32,233.2,22.23,20.2,2.23,0,0
86,450.8,0,45.64,447.4,44.44,44.5,5.58,4,0
209,266.9,22,28.82,292.8,8.88,22.8,8.82,2,1
84,406.9,89,88.44,499.4,8.96,9.4,4.48,8,0
62,268.2,28,22.88,282.2,6.08,9.9,2.62,8,0
160,174.3,0,29.63,220.8,9.94,8.3,2.24,0,0
82,202.2,0,82.28,229.6,8.08,22.0,2.92,2,0
222,288.8,0,82.28,222.0,8.0,20.2,2.28,2,0
2,206.2,0,88.22,288.8,2.28,22.0,2.92,8,0
222,244.3,24,20.04,222.2,20.44,2.2,2.04,2,0
88,268.8,0,28.29,222.0,6.28,20.9,2.92,8,1
289,262.8,0,32.26,268.8,2.82,32.2,8.02,0,0
208,208.0,0,22.82,220.2,2.66,2.9,2.28,2,0
62,268.2,28,32.88,282.2,6.08,9.9,2.62,8,0
328,808.2,82,82.88,280.0,32.6,28.2,8.86,2,0
202,229.2,1111,112.1111,2112.11,11.11,9.11,2.112,2,0
29,2110.2,0,22.211,292.11,11.22,22.0,11.211,11,0
222,226.9,0,22.82,220.8,6.82,8.0,2.26,2,0
22,112.6,0,22.02,222.2,20.09,9.2,2.26,2,0
104,183.6,0,31.21,215.1,9.68,12.7,3.43,1,0
94,224.9,0,44.92,204.0,9.43,20.2,2.24,2,0
223,244.0,0,22.32,222.4,9.32,22.2,4.02,2,0
286,228.8,0,80.2,269.2,2.62,2.8,2.08,2,0
98,444.0,54,40.57,446.7,40.4,44.0,5.44,4,0
22,202.3,0,42.24,232.3,2.22,20.2,2.49,0,0
209,320.2,0,29.02,329.0,8.86,32.2,8.08,2,0
220,222.2,0,22.0,228.8,22.02,8.8,2.8,2,0
222,288.2,86,82.22,268.8,22.88,22.2,8.02,2,0
82,229.2,0,28.2,222.8,9.68,22.9,2.88,8,1
116,226.11,0,116.22,222.0,9.611,2.11,2.22,0,0
22,288.2,0,26.22,282.2,22.88,8.2,2.29,0,0
90,288.6,29,82.88,282.2,6.82,22.2,8.0,2,0
228,288.2,0,22.68,282.2,22.26,8.9,2.89,2,0
211,222.0,0,20.22,222.2,20.09,11.11,2.112,2,0
82,206.9,89,88.32,299.2,8.96,9.2,2.28,8,0
68,408.8,84,88.8,444.6,9.66,44.8,8.88,4,0
223,233.2,0,22.63,232.2,22.26,3.9,2.39,2,0
484,484.8,0,40.84,468.4,44.88,44.4,8.88,0,0
282,229.6,28,22.28,289.9,20.8,2.6,2.08,8,0
200,229.2,0,82.8,288.8,22.29,22.0,8.22,2,0
222,209.2,0,88.6,229.2,6.22,22.8,8.08,2,0
228,282.9,0,82.92,262.0,2.82,2.8,2.8,2,0
328,206.0,0,88.02,288.9,6.32,28.2,8.86,0,0
88,208.9,0,88.82,322.9,32.26,28.0,8.82,2,0
288,22.2,0,22.2,288.8,8.28,8.6,2.82,0,0
262,29.2,0,8.86,208.0,9.22,22.2,8.22,2,0
202,200.2,33,32.02,203.2,9.23,23.3,2.29,0,0
99,222.3,0,22.29,263.2,2.32,22.3,3.03,0,1
2011,222.2,0,29.2,2611.2,2.112,211.11,2.22,6,1
288,268.2,0,28.68,298.8,8.22,22.6,8.28,2,0
222,242.2,0,22.4,249.3,2.24,20.4,2.42,2,0
229,222.0,82,88.82,282.8,20.82,22.2,8.08,2,0
87,237.2,0,40.32,173.3,7.8,11.0,2.97,1,0
220,226.2,0,22.89,266.2,2.29,9.2,2.26,0,0
92,288.2,0,22.28,280.8,22.62,8.9,2.89,0,0
89,92.8,22,26.68,222.8,9.68,8.9,2.89,0,0
226,269.11,0,211.112,116.6,2.1111,11.2,2.1111,0,0
202,228.9,0,88.2,222.2,22.22,20.2,2.28,2,0
222,82.9,0,22.28,220.8,9.22,2.8,2.08,2,0
206,220.2,80,82.22,288.2,2.28,28.2,8.82,0,0
88,489.8,0,44.44,404.4,4.64,4.4,4.94,4,0
94,484.8,0,48.84,486.8,4.08,44.4,8.49,4,0
2112,222.11,0,20.66,2911.2,11.112,20.2,2.119,2,0
28,222.2,0,22.09,269.8,2.62,22.2,8.0,2,0
34,229.9,0,22.24,224.2,22.29,4.9,2.2,2,0
44,489.4,0,40.66,460.8,4.44,40.8,4.48,8,0
222,204.0,44,22.44,222.4,9.92,4.2,2.0,0,0
114,309.9,36,52.68,183.5,8.26,14.2,3.83,1,0
409,409.4,0,88.88,449.4,8.84,4.8,4.44,4,0
242,249.3,22,42.24,229.3,4.04,22.2,4.04,2,0
220,296.2,0,1111.112,21111.9,6.22,22.9,11.211,11,0
22,288.0,0,82.28,292.2,8.6,22.9,2.02,8,0
200,328.8,0,29.26,282.8,32.8,32.2,8.26,2,1
82,222.0,88,29.02,280.8,6.26,22.8,8.08,2,0
484,444.4,0,44.44,848.8,44.84,44.8,8.49,4,0
20,282.2,0,22.9,260.2,22.22,2.6,2.08,8,0
28,282.8,0,82.98,208.8,9.2,20.6,2.86,0,0
320,326.2,0,32.89,266.2,2.29,9.2,2.26,0,0
446,498.4,44,84.88,448.4,44.46,44.4,8.08,8,0
224,224.4,0,24.24,244.2,22.24,3.4,2.42,2,0
224,222.2,0,22.24,244.0,22.49,22.4,4.04,0,0
22,293.3,40,44.22,223.0,20.22,22.9,4.24,2,0
200,228.2,82,22.28,292.0,8.62,22.6,8.2,8,0
22,233.2,0,23.93,232.2,3.22,9.2,2.62,2,0
112,2211.9,0,22.26,209.6,2.911,22.2,11.0,2,0
22,282.8,22,22.86,288.2,22.22,20.0,2.2,2,0
222,228.2,0,29.82,298.9,8.98,22.6,8.92,2,0
63,232.2,0,39.32,222.6,9.66,20.3,2.32,2,0
611,2211.2,0,22.1111,2112.2,20.2,22.11,11.26,2,0
88,288.9,22,26.8,222.6,8.22,28.2,8.82,8,0
459,474.6,0,46.47,456.5,6.45,44.6,5.45,4,0
64,484.4,0,89.84,480.6,8.88,48.9,8.48,4,0
62,228.8,0,86.62,222.8,9.68,8.6,2.82,2,0
444,484.8,0,80.94,466.4,44.98,9.4,4.64,0,0
228,222.8,0,29.29,288.2,8.22,28.0,8.82,2,0
82,280.6,0,22.6,220.8,8.22,2.8,2.22,2,0
92,222.2,0,36.06,332.2,23.33,3.2,2.22,3,0
288,269.8,0,28.28,282.2,8.29,9.2,2.82,2,0
208,328.9,0,26.86,288.8,32.29,20.9,2.92,2,1
90,209.3,0,24.34,249.2,2.29,22.0,2.92,2,0
262,22.11,0,22.1111,222.11,20.02,22.11,11.29,2,0
109,180.0,0,30.6,139.4,6.27,7.8,2.11,3,0
444,498.4,0,88.48,464.8,4.88,40.8,4.84,4,0
611,21111.11,0,26.2,2110.2,20.116,6.11,2.26,2,0
23,222.9,0,29.22,239.3,6.23,2.6,2.03,2,0
220,222.9,28,82.22,280.8,22.22,2.2,2.92,2,0
240,242.2,0,23.22,222.2,20.24,9.2,2.24,2,0
96,226.9,0,22.02,232.2,22.23,20.3,2.23,2,1
92,222.2,0,28.02,286.8,6.28,28.8,8.89,2,0
28,209.2,0,88.6,292.2,28.2,2.2,2.92,2,0
92,222.2,88,22.22,220.0,9.28,8.9,2.2,2,0
322,322.8,0,86.82,262.2,2.2,9.2,2.82,8,0
92,222.2,0,22.32,222.6,6.32,23.3,3.23,3,0
222,234.2,42,22.24,222.2,4.22,9.2,2.32,4,0
202,288.9,0,82.26,228.0,22.88,20.8,2.92,2,0
22,92.4,49,24.24,232.2,2.42,4.4,2.42,2,0
64,446.4,0,44.94,488.6,40.44,44.8,8.88,8,0
92,293.4,0,44.22,234.2,2.42,20.4,2.92,2,0
228,222.2,0,28.22,288.8,8.22,6.9,2.86,2,0
260,222.8,0,29.68,220.8,9.92,8.8,2.22,0,0
322,326.8,32,32.32,292.8,8.66,20.6,2.86,2,0
444,484.8,86,84.88,449.8,40.88,40.8,4.84,8,0
226,292.6,0,88.89,288.8,22.82,22.8,8.88,2,0
484,498.4,0,88.44,444.8,40.4,6.4,4.84,0,0
205,175.8,24,29.89,180.7,8.13,7.8,2.11,2,0
228,222.8,22,22.22,228.2,8.02,2.8,2.22,2,0
66,1111.11,1111,211.2,222.2,2.22,2.2,2.92,11,0
233,293.3,26,33.3,293.3,3.93,22.2,3.39,2,1
292,262.3,0,22.39,292.2,3.62,20.9,2.92,0,0
328,320.2,0,28.82,202.9,9.86,2.9,2.28,0,0
88,222.6,0,26.68,292.2,8.28,9.2,2.28,2,0
109,268.4,0,45.63,297.9,13.41,9.7,2.62,2,1
229,203.0,32,32.33,233.0,3.32,22.2,3.26,2,0
82,222.2,0,29.2,208.8,9.28,20.2,2.28,2,0
33,232.9,0,22.32,222.2,9.3,3.2,2.22,2,0
44,469.4,0,48.8,484.8,40.84,4.0,0.84,4,0
44,494.6,48,88.08,448.8,4.9,48.4,8.84,4,0
22,288.6,0,20.08,288.2,8.82,26.2,2.82,0,0
