MonthsInService,MonthlyMinutes,BlockedCalls,DroppedCalls,CustomerCareCalls,RetentionCalls,IncomeGroup,CreditRating,CurrentEquipmentDays,HandsetRefurbished,Churn
13,910.0,8.0,1.0,1.3,0,0,4,357.0,1,0
13,1147.0,7.3,6.0,3.7,0,0,1,326.0,1,1
9,1.0,1.0,0.0,0.0,2,7,1,86.0,0,1
16,245.0,2.7,2.0,0.0,0,7,1,130.0,1,0
21,925.0,1.0,5.7,8.0,1,0,3,65.0,0,0
29,172.0,0.7,1.7,0.0,0,5,2,868.0,0,0
15,2238.0,5.0,58.0,1.7,0,9,1,57.0,1,0
13,774.0,2.0,7.7,0.0,0,4,3,237.0,1,0
25,621.0,1.3,1.0,0.0,0,6,6,732.0,0,1
28,414.0,1.0,4.7,1.3,0,6,2,549.0,1,1
24,286.0,3.3,0.3,0.0,0,7,1,519.0,1,1
30,1613.0,7.3,43.0,53.3,0,1,3,3.0,0,0
31,662.0,0.3,6.7,0.0,0,8,0,538.0,0,0
9,20.0,0.7,0.3,0.0,0,7,1,264.0,0,0
14,356.0,4.0,32.0,0.0,0,4,1,245.0,0,1
13,373.0,6.0,23.7,0.0,1,6,1,152.0,0,0
6,86.0,0.3,1.3,0.0,0,6,4,183.0,0,1
32,1649.0,0.3,19.7,2.0,0,1,2,109.0,0,1
11,2009.0,14.7,15.0,0.0,0,6,0,114.0,1,0
21,272.0,0.3,0.3,0.0,0,0,2,63.0,0,0
13,50.0,0.0,0.0,0.0,0,7,1,374.0,0,0
16,726.0,0.3,3.7,2.3,0,0,5,110.0,0,1
14,51.0,1.7,0.3,0.0,0,7,1,429.0,0,0
6,189.0,0.0,10.0,3.7,0,0,1,115.0,0,0
19,47.0,0.0,0.0,0.0,0,9,1,554.0,0,1
15,393.0,11.3,2.7,1.0,0,0,2,451.0,0,0
18,2118.0,5.3,33.3,4.7,0,0,4,102.0,0,1
12,1011.0,0.0,0.0,0.0,0,6,1,351.0,0,0
11,190.0,7.7,0.7,0.0,0,3,1,326.0,0,0
8,40.0,0.0,0.0,0.0,0,6,1,231.0,0,0
11,200.0,5.0,7.7,0.0,0,3,1,310.0,0,1
23,58.0,0.3,2.0,0.0,0,7,0,691.0,0,1
7,830.0,0.0,0.0,0.0,0,6,2,165.0,0,0
24,116.0,0.0,0.3,0.0,0,5,4,256.0,0,1
33,362.0,2.7,6.3,0.7,0,9,0,722.0,0,1
22,286.0,0.7,2.7,1.3,0,0,1,659.0,0,0
11,544.0,0.7,9.3,0.3,0,6,1,325.0,0,0
20,167.0,3.7,1.0,0.0,0,7,3,334.0,0,1
17,110.0,1.0,0.0,0.0,0,0,3,525.0,0,0
20,704.0,2.0,12.0,0.0,0,5,4,539.0,0,1
34,18.0,0.0,1.7,0.0,0,5,0,1040.0,0,0
20,258.0,0.7,1.7,0.0,0,4,2,594.0,0,1
11,100.0,0.0,0.0,0.0,0,0,5,348.0,0,1
58,57.0,0.0,0.0,0.0,0,0,0,218.0,0,0
10,481.0,2.7,8.7,0.0,0,3,1,297.0,0,0
15,795.0,1.3,6.7,0.0,0,4,1,448.0,0,1
28,853.0,0.3,6.3,0.0,0,8,5,46.0,0,0
45,1854.0,7.0,3.3,5.0,0,3,0,427.0,0,0
31,32.0,0.0,1.7,0.0,0,4,2,722.0,0,0
9,672.0,9.0,3.0,9.0,0,0,4,243.0,0,0
20,436.0,0.3,11.0,11.3,0,8,1,298.0,0,1
22,1239.0,11.7,12.3,0.0,0,6,3,48.0,0,0
13,588.0,0.0,1.7,0.0,0,6,1,400.0,0,0
25,2567.0,2.3,39.7,4.7,0,3,4,129.0,1,0
14,924.0,47.3,7.7,7.0,0,5,4,229.0,0,0
29,250.0,2.7,2.0,0.3,0,4,0,857.0,0,0
14,384.0,1.0,8.0,0.0,0,0,0,215.0,0,1
10,944.0,2.0,2.7,0.3,0,0,2,226.0,1,0
12,144.0,0.7,1.7,0.0,0,5,4,356.0,0,0
37,1223.0,1.3,15.7,0.3,0,3,2,68.0,0,0
8,559.0,2.3,3.0,0.0,0,0,1,238.0,0,1
11,92.0,0.3,1.0,0.0,0,4,1,306.0,0,1
12,313.0,1.0,15.3,2.3,0,0,1,354.0,1,1
17,476.0,3.0,0.7,0.3,0,0,1,468.0,0,0
8,182.0,2.0,3.0,5.0,0,0,4,239.0,1,1
53,0.0,0.0,0.0,0.0,0,9,0,852.0,0,1
36,299.0,3.0,4.7,0.7,0,0,0,382.0,0,0
10,176.0,0.7,7.7,0.0,0,4,1,281.0,0,0
26,690.0,0.3,14.7,0.0,0,7,0,316.0,1,1
22,205.0,0.3,3.7,0.0,0,6,1,653.0,0,0
12,615.0,0.0,12.3,4.7,0,0,2,95.0,0,0
19,216.0,1.0,0.3,0.7,0,6,2,565.0,0,0
40,255.0,3.3,0.0,2.7,0,6,4,287.0,0,0
32,503.0,2.3,13.0,0.3,0,4,2,145.0,0,0
27,132.0,0.3,3.3,0.0,0,6,0,793.0,0,0
37,631.0,0.0,8.7,0.0,0,5,3,138.0,1,0
14,1370.0,0.3,14.3,3.0,1,0,6,117.0,1,1
10,801.0,5.0,6.0,1.3,0,6,2,37.0,0,0
14,415.0,2.3,10.7,2.0,0,0,4,400.0,0,0
17,26.0,0.0,0.0,4.7,0,5,4,501.0,0,0
10,466.0,0.0,1.7,0.7,0,7,2,276.0,0,0
20,366.0,1.0,0.3,3.7,0,9,0,597.0,0,0
19,819.0,1.0,0.7,0.0,0,9,1,540.0,0,1
17,74.0,2.0,0.0,0.7,0,9,2,320.0,0,0
22,1701.0,2.3,11.0,0.0,0,6,2,30.0,1,0
27,23.0,0.7,0.3,0.0,0,0,4,824.0,0,0
11,704.0,4.0,5.3,3.3,0,0,1,327.0,0,0
11,1809.0,16.0,13.0,23.7,0,0,4,222.0,1,1
16,284.0,0.7,1.3,0.0,0,6,1,481.0,0,0
16,209.0,20.3,1.7,0.0,0,2,1,1.0,0,0
10,822.0,0.7,14.7,0.0,0,8,1,124.0,0,1
11,142.0,1.7,7.0,0.3,0,3,1,328.0,0,0
11,1466.0,1.3,34.0,0.0,0,6,3,319.0,0,0
12,776.0,2.0,10.3,1.3,0,0,4,350.0,0,0
21,165.0,0.3,3.7,0.0,0,6,1,611.0,0,1
11,100.0,0.0,1.7,0.0,0,3,1,305.0,0,0
23,406.0,0.0,10.0,4.0,0,0,4,407.0,1,0
26,170.0,0.3,0.7,0.0,0,0,3,531.0,1,0
11,395.0,0.0,0.0,0.0,0,0,1,325.0,0,0
20,1080.0,13.3,14.0,4.3,0,0,0,590.0,0,0
16,1077.0,5.3,37.3,24.0,0,6,4,175.0,0,1
25,18.0,0.0,0.0,0.0,0,9,2,742.0,0,0
34,7.0,0.0,0.0,0.0,1,7,2,885.0,0,0
22,320.0,2.0,3.3,0.0,0,3,3,378.0,1,0
24,312.0,0.0,4.0,0.3,0,5,3,426.0,0,1
18,286.0,0.7,12.3,1.3,0,8,1,182.0,0,1
24,2219.0,66.7,19.3,15.0,0,7,2,44.0,1,0
50,574.0,0.0,5.3,0.0,0,9,2,152.0,1,0
25,488.0,0.0,5.0,0.3,0,0,2,371.0,1,1
7,754.0,0.0,3.7,1.0,0,0,1,210.0,0,0
12,510.0,17.0,1.7,0.0,0,3,1,119.0,0,1
31,296.0,1.7,7.0,0.3,0,0,0,796.0,0,0
9,252.0,3.3,1.0,3.3,0,5,1,264.0,0,0
16,796.0,12.3,3.0,2.3,0,5,0,141.0,0,0
6,2218.0,46.3,19.3,1.0,0,0,4,185.0,0,0
18,1611.0,9.0,14.7,5.7,0,0,1,466.0,0,0
22,528.0,1.0,3.3,0.0,0,0,1,664.0,0,1
14,1243.0,0.0,0.0,0.0,0,0,1,406.0,0,1
19,508.0,0.7,6.0,1.0,0,7,1,226.0,0,0
14,274.0,0.0,1.7,0.0,0,9,1,406.0,0,1
7,187.0,1.0,9.3,0.0,0,6,1,204.0,0,0
10,0.0,3.0,0.0,0.0,0,1,6,288.0,0,0
33,535.0,1.7,6.0,1.0,0,2,1,127.0,1,1
11,1398.0,0.0,0.0,0.0,0,0,2,325.0,0,1
14,36.0,2.3,0.0,1.0,0,1,3,429.0,0,0
8,492.0,0.0,0.0,0.0,0,7,0,255.0,0,0
16,1507.0,86.7,6.7,1.3,0,8,1,361.0,0,0
43,240.0,2.0,2.0,0.0,0,5,2,1299.0,0,0
18,104.0,4.7,5.0,0.0,0,6,1,405.0,1,1
13,410.0,1.0,4.3,0.0,0,8,1,379.0,0,0
9,336.0,0.0,0.0,0.0,0,0,1,266.0,0,0
20,349.0,3.0,12.3,0.3,0,6,2,110.0,0,0
26,199.0,0.0,0.0,0.7,0,3,0,799.0,0,1
25,20.0,0.3,1.0,0.3,0,5,1,749.0,0,1
9,454.0,0.0,8.0,9.7,0,4,3,247.0,1,0
24,335.0,3.0,3.7,0.0,0,9,0,725.0,0,0
19,616.0,5.7,0.0,1.3,0,4,4,552.0,0,0
11,306.0,3.0,4.7,3.3,0,6,2,338.0,0,1
7,441.0,14.3,1.0,0.0,0,9,1,210.0,0,0
19,0.0,0.0,0.0,0.0,0,5,4,334.0,1,1
12,396.0,2.0,2.3,0.0,0,5,1,360.0,1,0
12,540.0,2.3,1.3,0.0,0,0,2,246.0,0,1
46,6.0,0.3,0.0,0.0,0,9,0,1167.0,1,0
16,224.0,0.3,4.0,0.0,0,0,3,488.0,0,1
11,422.0,0.3,4.0,0.0,0,0,1,329.0,0,0
42,201.0,0.0,0.7,0.3,0,6,0,1049.0,0,1
14,61.0,0.0,0.0,0.0,0,6,1,254.0,0,1
25,12.0,0.0,0.0,0.0,0,3,1,740.0,0,0
32,1013.0,2.3,6.0,4.3,0,8,1,191.0,0,0
40,182.0,0.0,3.3,0.0,0,5,3,496.0,0,0
8,202.0,25.3,5.0,0.7,0,8,4,232.0,0,1
7,112.0,0.7,0.7,0.0,0,0,1,182.0,0,0
11,196.0,0.0,0.0,0.0,0,5,1,319.0,0,0
29,853.0,3.3,6.0,21.0,0,7,0,609.0,0,0
14,1745.0,26.3,39.7,5.7,0,0,1,395.0,1,0
17,1003.0,1.3,11.0,1.0,0,0,2,510.0,0,1
17,875.0,0.3,4.3,1.3,0,8,1,496.0,0,0
22,1546.0,0.0,0.0,0.0,0,9,1,166.0,0,0
16,2023.0,0.0,0.0,0.0,0,0,2,461.0,0,0
37,1476.0,3.0,22.3,0.0,0,0,4,470.0,0,0
31,170.0,0.0,2.0,0.3,0,0,3,913.0,0,1
16,845.0,5.0,2.0,4.3,0,6,1,421.0,0,0
15,326.0,4.3,5.0,1.7,0,1,3,415.0,1,0
23,336.0,0.0,0.0,0.0,0,5,4,171.0,0,0
11,264.0,1.3,9.3,0.3,0,8,1,310.0,0,1
18,2852.0,2.3,24.0,11.0,0,7,2,100.0,0,0
30,27.0,0.0,0.3,0.0,0,5,0,897.0,0,0
29,160.0,1.0,1.0,0.0,0,0,1,572.0,1,1
11,766.0,2.0,18.7,3.7,0,0,4,166.0,0,0
38,1.0,0.0,0.0,0.0,0,6,0,1160.0,0,0
9,268.0,1.0,3.3,1.3,0,0,3,285.0,1,0
7,404.0,8.7,2.3,3.0,0,7,1,212.0,0,0
25,342.0,0.0,0.0,0.0,0,7,2,164.0,0,0
20,646.0,2.0,10.3,0.0,0,6,1,339.0,1,1
10,676.0,1.0,2.0,0.7,0,9,1,159.0,1,0
13,515.0,0.0,6.7,2.0,0,7,2,371.0,0,0
19,438.0,4.0,1.7,11.0,0,6,6,568.0,0,1
6,1308.0,13.3,14.0,5.3,0,4,1,182.0,0,1
23,1140.0,1.3,20.0,0.7,0,0,6,714.0,0,1
17,325.0,2.0,12.7,0.0,0,5,2,497.0,0,0
27,51.0,0.0,1.3,0.0,0,7,1,797.0,0,1
8,290.0,16.0,2.3,5.0,0,6,1,59.0,1,0
14,462.0,0.3,10.7,0.0,0,7,1,36.0,1,0
9,71.0,0.3,0.0,0.0,0,5,1,264.0,0,0
17,584.0,9.7,4.0,7.3,0,0,2,508.0,0,0
17,382.0,0.0,1.7,0.0,0,3,3,25.0,0,0
13,661.0,23.3,2.0,2.0,0,4,1,399.0,0,0
27,343.0,2.0,4.0,0.0,0,6,2,743.0,1,1
11,483.0,31.3,3.0,6.7,0,6,6,282.0,0,0
25,168.0,1.0,8.0,0.7,0,6,2,7.0,0,0
14,289.0,0.0,10.7,3.7,0,3,4,250.0,0,0
16,659.0,16.7,12.7,0.0,0,8,1,108.0,0,0
19,190.0,1.0,0.7,1.3,0,0,4,549.0,0,0
17,207.0,1.0,5.3,0.7,0,1,2,522.0,0,1
8,795.0,1.0,10.0,8.0,0,0,1,183.0,0,1
13,351.0,2.0,1.0,1.3,0,4,6,386.0,0,0
9,589.0,0.0,2.7,1.0,0,0,4,282.0,0,0
9,117.0,0.0,1.3,0.0,0,6,1,257.0,0,0
11,91.0,0.7,1.3,0.0,0,9,2,334.0,0,0
10,484.0,1.3,9.7,0.3,0,0,1,290.0,0,0
11,260.0,5.0,4.7,2.0,0,4,1,36.0,0,0
26,612.0,0.0,0.0,0.0,0,4,0,316.0,0,0
14,267.0,0.0,0.0,0.0,0,0,2,400.0,0,0
22,106.0,0.7,1.3,0.3,0,5,1,654.0,0,1
12,353.0,0.3,1.7,4.7,0,6,1,357.0,0,1
18,2012.0,2.0,26.3,28.0,0,0,3,320.0,1,0
7,82.0,0.0,0.0,0.0,0,6,2,221.0,0,1
18,2432.0,80.0,8.7,3.7,0,2,4,133.0,0,0
9,103.0,0.0,0.3,0.0,0,9,1,288.0,0,0
7,800.0,1.7,15.3,0.3,0,0,4,196.0,1,0
14,134.0,1.7,3.3,0.0,0,0,1,421.0,0,0
13,1104.0,8.0,13.3,3.3,0,3,2,402.0,0,0
17,434.0,1.0,3.3,0.0,0,0,6,491.0,0,1
13,555.0,0.7,0.7,1.7,1,6,1,381.0,0,1
17,518.0,0.7,18.7,7.3,0,3,4,510.0,0,0
9,286.0,0.0,0.0,0.0,0,0,1,259.0,0,0
10,876.0,0.7,6.7,3.3,0,0,5,289.0,1,1
9,807.0,3.3,9.0,9.0,0,0,1,270.0,0,0
14,1931.0,1.0,23.7,2.7,0,0,2,315.0,0,0
9,114.0,1.3,0.3,0.0,0,4,1,268.0,0,1
23,1197.0,10.7,3.0,0.0,0,2,3,150.0,0,0
30,74.0,0.0,0.0,0.0,0,7,0,894.0,0,0
33,28.0,0.3,0.0,0.0,0,6,0,991.0,0,0
23,193.0,9.7,0.3,0.0,0,8,1,684.0,0,0
16,289.0,0.0,1.3,0.0,0,4,5,43.0,0,0
17,374.0,2.0,4.3,0.0,0,8,4,527.0,0,0
35,1357.0,2.3,33.0,2.7,0,1,4,109.0,0,0
21,238.0,7.3,39.3,1.7,0,0,5,438.0,0,0
13,4.0,0.0,0.0,0.0,0,4,1,392.0,0,0
7,77.0,0.3,1.3,0.3,0,0,4,208.0,0,1
14,576.0,0.0,3.0,0.7,0,0,1,422.0,0,1
7,603.0,9.3,17.7,1.0,0,0,3,202.0,0,0
7,822.0,7.3,1.0,0.0,0,0,4,211.0,0,0
11,339.0,0.0,0.0,0.0,0,9,1,328.0,1,1
17,420.0,2.7,2.0,0.7,0,0,3,192.0,0,0
37,34.0,0.0,1.3,0.0,0,8,2,1104.0,0,1
25,264.0,0.0,2.7,2.0,0,6,1,749.0,0,1
11,36.0,0.3,3.3,0.0,0,3,6,346.0,0,0
12,265.0,0.0,0.0,0.0,0,8,1,355.0,0,0
15,335.0,0.0,1.7,0.0,0,9,1,455.0,0,0
7,77.0,0.0,1.3,0.0,0,5,1,227.0,0,0
27,239.0,5.0,1.3,0.0,0,8,1,795.0,0,0
27,442.0,1.0,12.3,0.0,0,9,1,313.0,0,0
13,364.0,0.0,9.0,4.3,0,5,4,104.0,0,0
14,47.0,1.0,0.3,0.0,0,6,1,424.0,0,0
37,501.0,0.0,0.0,0.0,0,0,0,108.0,0,0
7,120.0,8.3,2.0,0.0,0,7,1,197.0,0,0
49,674.0,0.7,5.7,0.3,0,6,0,537.0,1,0
14,41.0,0.0,0.0,0.0,0,3,3,410.0,0,0
11,622.0,6.0,3.0,5.0,0,6,0,45.0,0,0
39,286.0,1.0,0.3,0.0,0,8,0,1170.0,0,0
19,405.0,4.3,1.0,1.3,0,4,3,585.0,1,0
29,177.0,12.3,0.3,0.7,0,4,4,198.0,0,0
12,297.0,6.0,10.3,0.7,0,3,1,363.0,0,1
53,66.0,0.3,5.7,0.0,0,8,0,238.0,0,0
18,555.0,3.7,1.3,0.0,0,4,6,546.0,0,1
12,541.0,1.7,6.3,3.0,0,7,5,363.0,0,0
23,14.0,0.0,0.7,0.0,0,7,0,690.0,1,1
30,100.0,0.3,1.3,0.0,0,8,0,566.0,1,0
19,228.0,1.7,1.3,2.3,0,0,1,550.0,0,0
11,189.0,0.0,4.7,0.0,0,6,3,324.0,0,1
13,37.0,0.0,1.0,0.0,0,6,1,369.0,0,0
19,1010.0,39.7,29.7,0.3,0,6,1,362.0,0,0
22,691.0,0.3,17.3,0.0,0,4,0,267.0,0,0
10,1568.0,16.0,10.3,18.0,0,3,5,160.0,0,0
14,1027.0,0.0,0.0,0.0,0,0,1,415.0,0,0
20,49.0,0.0,0.7,0.0,0,5,1,589.0,0,0
16,229.0,0.0,3.7,0.3,0,4,1,476.0,1,0
12,176.0,0.0,2.3,0.0,0,6,1,342.0,0,0
12,603.0,0.7,2.7,0.0,0,6,2,361.0,1,1
23,153.0,0.7,2.7,0.0,0,6,1,671.0,0,0
13,246.0,2.0,0.3,6.0,0,7,2,65.0,0,0
12,1557.0,1.0,16.7,35.3,0,9,5,105.0,0,1
51,3164.0,1.3,78.3,0.0,0,3,2,132.0,0,0
7,464.0,0.3,4.7,0.0,0,9,1,193.0,1,0
14,892.0,0.3,10.3,1.0,0,7,2,413.0,0,0
7,152.0,0.3,0.0,0.3,0,6,1,192.0,0,0
19,655.0,10.7,2.0,3.0,0,0,1,574.0,0,0
13,202.0,0.0,2.3,1.0,0,6,1,390.0,0,0
13,317.0,3.7,3.0,79.3,0,5,1,70.0,1,0
18,158.0,0.7,5.7,0.0,0,5,2,11.0,1,0
9,700.0,0.3,8.0,0.7,0,7,5,271.0,0,0
24,16.0,0.0,1.0,0.0,0,9,4,17.0,0,0
11,678.0,0.0,1.3,0.0,0,4,2,294.0,0,1
19,1901.0,12.0,5.7,14.7,0,5,4,85.0,0,0
46,586.0,2.0,3.3,1.0,0,7,1,251.0,0,0
10,1819.0,5.0,41.7,9.0,0,0,6,289.0,0,0
16,632.0,14.0,33.7,8.7,0,6,3,53.0,1,0
12,1892.0,1.7,28.7,0.7,0,7,1,120.0,0,1
14,595.0,2.7,1.3,0.0,0,0,1,30.0,0,0
14,500.0,7.0,5.0,7.7,0,0,2,417.0,0,1
15,164.0,1.0,1.3,0.0,0,9,1,470.0,0,0
21,247.0,0.7,0.7,2.0,0,6,1,631.0,0,1
18,1276.0,19.7,5.7,22.0,0,0,4,257.0,1,0
10,41.0,0.0,0.7,0.0,0,0,1,286.0,0,0
40,501.0,0.7,3.0,0.7,0,7,2,115.0,0,0
14,228.0,1.3,2.0,4.3,0,5,6,172.0,1,1
33,166.0,0.3,1.0,0.0,0,3,0,184.0,0,0
8,1112.0,7.7,13.0,0.3,0,5,2,220.0,0,0
9,1107.0,9.0,3.0,9.7,0,0,4,267.0,0,0
14,541.0,0.7,2.7,2.0,0,6,2,80.0,0,1
7,618.0,0.7,0.7,7.7,0,4,1,184.0,0,0
24,359.0,0.0,4.3,0.3,0,7,1,715.0,0,0
9,322.0,0.3,7.3,5.7,0,8,1,266.0,0,0
9,0.0,0.0,0.0,0.0,0,6,4,271.0,0,1
14,212.0,5.7,6.0,1.3,0,7,1,422.0,0,0
12,228.0,0.3,1.7,0.0,0,9,6,358.0,0,0
27,208.0,2.3,1.7,0.0,0,6,0,263.0,0,0
20,460.0,0.3,5.7,0.0,0,9,1,593.0,0,1
20,249.0,0.3,4.7,1.0,0,4,1,515.0,0,0
42,1146.0,2.0,27.7,3.0,0,3,3,123.0,0,0
9,698.0,1.3,10.0,1.0,0,0,3,270.0,0,0
11,354.0,0.3,1.0,0.0,0,6,2,143.0,1,0
11,561.0,0.3,13.7,0.0,0,5,2,314.0,0,1
11,142.0,9.0,1.3,0.0,0,0,6,343.0,0,0
8,213.0,2.7,1.0,0.0,0,0,1,256.0,0,1
23,183.0,0.3,3.7,1.3,0,3,2,695.0,0,0
6,487.0,0.0,2.0,5.0,0,9,1,187.0,0,0
9,508.0,0.7,1.3,0.0,0,3,4,268.0,0,0
22,1513.0,12.0,6.0,9.7,0,0,4,113.0,0,0
13,1329.0,51.3,9.3,0.0,0,1,1,115.0,1,0
25,214.0,5.7,19.7,0.0,0,7,1,97.0,1,0
18,1014.0,5.0,4.0,2.7,0,3,3,546.0,1,0
10,12.0,0.0,0.7,0.0,0,5,1,298.0,0,0
19,406.0,1.0,5.7,6.0,0,0,4,159.0,0,0
8,142.0,2.3,1.7,0.0,0,8,2,236.0,0,0
9,592.0,1.0,16.3,6.0,0,0,4,68.0,0,0
11,341.0,1.7,7.0,0.0,0,5,1,326.0,0,0
25,124.0,0.0,4.7,0.0,0,5,1,736.0,0,0
7,204.0,0.0,2.0,0.0,0,0,2,226.0,0,0
26,322.0,0.0,0.0,0.0,0,9,6,580.0,0,0
19,1702.0,2.3,22.7,1.0,0,5,6,307.0,1,0
11,36.0,0.0,1.3,0.0,0,7,1,329.0,0,0
28,4.0,0.0,1.3,0.0,0,6,0,428.0,0,0
52,130.0,1.0,0.3,0.0,0,0,4,438.0,0,0
7,397.0,2.7,3.0,4.3,0,5,1,201.0,0,0
9,350.0,0.3,3.3,0.7,0,3,4,242.0,0,0
26,26.0,0.0,0.0,0.0,0,3,3,805.0,0,0
27,586.0,1.3,5.0,0.3,0,7,0,562.0,0,1
13,771.0,3.3,1.7,0.0,0,0,1,389.0,0,1
52,6.0,0.0,0.0,0.0,0,7,0,1570.0,0,0
17,1240.0,8.3,24.0,12.3,0,6,4,68.0,0,0
11,1155.0,0.3,4.3,4.7,0,9,4,48.0,1,0
24,271.0,0.0,4.0,0.0,0,9,1,327.0,1,1
13,1143.0,0.7,13.7,0.0,0,6,2,378.0,0,0
25,933.0,16.0,4.7,0.0,1,9,0,174.0,1,0
13,543.0,0.0,8.7,0.0,0,6,1,388.0,0,0
13,56.0,2.7,2.0,0.0,0,9,0,389.0,0,0
23,932.0,0.0,16.3,20.7,1,7,1,314.0,0,0
44,289.0,14.0,2.0,0.0,1,3,0,252.0,1,0
13,1076.0,7.0,11.0,0.0,0,0,2,136.0,1,0
13,482.0,7.7,2.0,0.3,0,7,2,34.0,1,0
8,252.0,0.0,0.0,0.0,0,2,2,253.0,0,0
26,740.0,4.0,5.7,1.7,0,4,0,214.0,0,0
27,154.0,0.3,0.7,0.0,0,4,0,829.0,0,0
13,334.0,1.7,33.7,0.0,0,0,4,99.0,0,1
20,16.0,0.0,0.0,0.0,0,0,1,591.0,1,0
19,117.0,1.0,2.7,1.3,0,5,1,576.0,0,1
31,472.0,0.7,8.3,3.7,0,1,2,62.0,1,0
10,1836.0,4.7,56.0,21.0,0,4,4,291.0,0,0
23,156.0,0.7,1.3,0.0,0,6,2,691.0,0,1
25,2180.0,5.3,17.7,2.0,0,7,1,247.0,0,0
6,190.0,2.7,1.3,3.7,0,7,1,186.0,0,0
28,128.0,0.0,3.7,0.0,0,6,1,822.0,0,1
8,1518.0,16.0,16.7,9.0,0,9,1,242.0,0,0
24,54.0,3.0,2.0,1.0,1,4,2,213.0,0,1
12,946.0,10.0,7.0,3.7,0,0,6,369.0,0,0
19,407.0,0.3,0.7,0.0,0,6,1,16.0,0,0
14,686.0,2.7,19.0,4.7,0,7,2,425.0,0,1
19,486.0,5.7,8.3,1.3,0,7,1,28.0,0,0
19,114.0,0.7,0.0,0.0,0,6,1,577.0,0,0
19,524.0,0.0,5.7,0.0,0,6,2,566.0,0,0
14,2376.0,14.7,27.7,10.7,0,0,4,139.0,0,0
11,1658.0,7.3,27.3,8.0,0,0,2,132.0,0,0
43,762.0,10.0,11.0,3.7,0,6,0,161.0,1,0
33,1355.0,0.0,14.0,1.3,0,6,0,186.0,1,0
13,378.0,13.3,3.3,19.3,0,6,1,402.0,0,0
8,90.0,0.0,2.0,0.0,0,0,1,21.0,0,0
11,1748.0,4.3,3.3,4.3,0,5,3,308.0,0,0
7,150.0,1.7,1.3,0.0,0,0,3,225.0,0,0
36,21.0,0.0,0.7,0.0,0,1,4,436.0,0,0
25,60.0,4.7,0.0,0.0,0,6,1,748.0,0,1
19,194.0,11.3,1.0,0.0,0,9,1,565.0,1,0
13,1012.0,0.0,0.0,0.0,0,0,2,373.0,0,1
7,31.0,0.3,1.0,0.0,0,7,1,220.0,0,0
15,75.0,0.0,0.3,0.0,0,8,1,439.0,0,1
21,1711.0,14.7,32.3,10.0,0,0,1,614.0,0,1
21,269.0,3.3,14.7,0.3,0,7,6,71.0,0,1
12,180.0,4.7,5.0,0.3,0,2,3,370.0,0,0
11,80.0,1.0,1.3,0.0,0,9,1,65.0,1,1
13,1817.0,2.7,58.7,12.7,0,5,4,280.0,1,0
17,331.0,0.0,2.0,0.0,0,6,1,507.0,0,0
11,782.0,13.0,10.7,2.0,0,5,1,270.0,0,1
10,603.0,1.3,7.7,2.3,0,9,1,281.0,0,1
29,6.0,0.0,0.0,0.0,0,7,0,864.0,0,1
35,1623.0,0.7,15.3,1.3,0,9,5,420.0,0,0
28,597.0,0.7,12.7,4.7,1,0,1,822.0,0,1
26,319.0,6.3,1.3,3.0,0,5,0,92.0,0,0
12,1000.0,1.7,16.3,3.3,0,8,4,361.0,0,0
8,1076.0,0.3,13.3,0.0,0,0,4,222.0,0,0
9,246.0,1.3,4.3,0.3,0,0,2,240.0,0,0
11,0.0,0.0,0.0,0.0,0,8,6,330.0,0,1
24,663.0,0.7,6.3,4.0,0,6,0,729.0,0,1
17,1517.0,4.3,21.0,0.7,0,9,1,523.0,0,1
24,366.0,4.3,3.0,0.0,0,5,1,716.0,0,0
7,77.0,1.3,2.7,0.7,0,3,3,221.0,0,0
19,351.0,2.3,10.0,1.0,1,0,1,187.0,1,1
19,547.0,3.7,8.7,0.7,0,2,2,127.0,0,0
14,750.0,10.7,6.3,0.0,0,9,1,17.0,0,0
19,273.0,0.7,6.3,3.3,0,5,1,240.0,1,0
8,686.0,0.7,11.3,0.0,0,7,1,52.0,0,1
7,99.0,1.0,0.7,0.0,0,9,3,218.0,0,0
31,682.0,0.0,3.3,0.0,0,9,3,62.0,0,0
13,264.0,5.3,1.0,0.0,0,6,1,386.0,1,0
10,265.0,0.0,1.7,0.0,0,7,1,288.0,0,0
14,183.0,2.3,0.3,0.0,0,5,6,406.0,0,0
33,1280.0,0.0,0.0,0.0,0,0,2,33.0,0,0
30,3478.0,2.7,41.0,4.7,0,1,4,119.0,0,0
26,852.0,3.7,42.0,0.0,0,6,2,793.0,0,0
10,1678.0,2.7,9.3,15.3,0,0,4,299.0,0,1
24,254.0,0.0,5.0,0.0,0,4,1,726.0,0,1
12,105.0,0.0,0.0,0.0,0,9,1,340.0,0,0
16,149.0,0.0,0.3,0.0,0,0,6,476.0,0,0
13,271.0,40.3,0.3,0.0,0,7,0,386.0,0,0
13,524.0,5.7,2.0,1.0,0,6,1,394.0,0,0
8,912.0,0.0,0.0,0.0,0,9,1,243.0,0,0
13,1512.0,8.0,11.7,1.0,0,7,1,386.0,0,0
11,462.0,4.7,5.0,0.0,0,9,1,320.0,0,1
30,884.0,4.7,10.7,0.3,0,4,0,539.0,0,0
19,0.0,0.0,0.0,0.0,0,0,2,574.0,0,1
7,986.0,28.3,7.0,0.3,0,0,1,203.0,0,0
36,1501.0,30.3,101.7,24.3,0,4,3,4.0,0,0
